sample_id,severity,pipeline,ssim,signal_pearson,signal_nrmse,background_fraction,registration_error_px,runtime_ms
0,0.5,raw,0.5687593712073745,0.883592389873722,0.09846795909106731,0.17647765623891198,0.6176949143409729,0.0575000885874033
0,0.5,background_only,0.5781602698673184,0.8841393977033748,0.09785592276602983,0.16611407061094102,0.6176949143409729,1.9084159284830093
0,0.5,illumination_only,0.5525934713207081,0.8434961504812399,0.11589868273586035,0.18882067920654738,0.6176949143409729,5.828874884173274
0,0.5,registration_only,0.617376854900834,0.9716837186489011,0.06705891340970993,0.17152932964291892,0.04312092438340187,7.087166886776686
0,0.5,full,0.6221404859624848,0.9261927400894625,0.08162993099540472,0.16880773390249873,0.04312092438340187,8.502332959324121
0,0.5,full_no_background,0.6032148775139272,0.9295634011952149,0.08337208535522223,0.18613921090931185,0.04312092438340187,6.4916659612208605
0,0.5,full_no_illumination,0.637961127981601,0.9721448152822927,0.06309612933546305,0.15384650782077353,0.04312092438340187,3.063624957576394
0,0.5,full_no_registration,0.5611990026266165,0.8405746865049604,0.11589902359992266,0.1805366292590654,0.6176949143409729,7.165249902755022
1,0.5,raw,0.5580581596662639,0.8735337907003848,0.10349434986710548,0.18724637888026047,0.8230105042457581,0.06070802919566631
1,0.5,background_only,0.5674838402341881,0.8751465600272779,0.10205158963799477,0.17401688483765373,0.8230105042457581,1.9942910876125097
1,0.5,illumination_only,0.5044793833908392,0.782230387489159,0.14483159966766834,0.2096024921890056,0.8230105042457581,5.167125025764108
1,0.5,registration_only,0.6241876373900084,0.973968752317223,0.05829598940908909,0.1767128143140153,0.05321440100669861,1.115499995648861
1,0.5,full,0.586686677982805,0.8857327217620112,0.11349722556769848,0.17557932292225087,0.04193687066435814,8.172250119969249
1,0.5,full_no_background,0.5646666781720022,0.8881824090100928,0.11771062016487122,0.20104252595990185,0.04193687066435814,6.371166091412306
1,0.5,full_no_illumination,0.6495114086054691,0.9762825008388807,0.05356096662580967,0.15250998481348613,0.05321440100669861,2.9731669928878546
1,0.5,full_no_registration,0.5133434084572945,0.7799283052170004,0.14427664875984192,0.19874760374699402,0.8230105042457581,7.101207971572876
2,0.5,raw,0.5077967519688087,0.8107577502448382,0.13243715092539787,0.19298360410937174,1.2048406600952148,0.04566693678498268
2,0.5,background_only,0.5189348322238327,0.8119039243155256,0.132656367495656,0.1792517153010931,1.2048406600952148,1.9114580936729908
2,0.5,illumination_only,0.48374030687660485,0.7664353409010217,0.14988033659756184,0.2089252883708215,1.2048406600952148,5.310083040967584
2,0.5,registration_only,0.6086399170454667,0.9731108989495385,0.0647873105481267,0.17675572488136096,0.02527008019387722,1.1638749856501818
2,0.5,full,0.6042591226708149,0.9414717247316786,0.089478581212461,0.16630641192724568,0.02527008019387722,8.648541057482362
2,0.5,full_no_background,0.5817252320916618,0.9362292635767742,0.09564504399895668,0.19254710649806123,0.02527008019387722,6.5659580286592245
2,0.5,full_no_illumination,0.6343834014567777,0.973660030003195,0.061359087005257607,0.15262353519777985,0.02527008019387722,3.2874580938369036
2,0.5,full_no_registration,0.4931866825452932,0.7704500343077589,0.1486596902832389,0.1943634056788091,1.2048406600952148,7.17345904558897
3,0.5,raw,0.48844447679809144,0.7644624986477101,0.13883737195283175,0.18426290552935493,1.1718312501907349,0.04495913162827492
3,0.5,background_only,0.49810703766473313,0.7669856261446264,0.13737967889755964,0.17542732076094128,1.1718312501907349,2.048624912276864
3,0.5,illumination_only,0.4759352108912204,0.7367427577526153,0.14960065484046936,0.19735082568941031,1.1718312501907349,5.237708101049066
3,0.5,registration_only,0.5948681915634639,0.9670640407701702,0.06698351632803679,0.1713279010866808,0.06675980240106583,1.1877499055117369
3,0.5,full,0.6074574604741712,0.9355695493657715,0.08074685838073492,0.15908197660555326,0.052083831280469894,8.21479200385511
3,0.5,full_no_background,0.5815867793361403,0.9325903828027613,0.08507260121405125,0.1849328880886172,0.052083831280469894,6.283375201746821
3,0.5,full_no_illumination,0.6244332951996591,0.9705855019672224,0.06006159819662571,0.1465472330485859,0.06675980240106583,2.999125048518181
3,0.5,full_no_registration,0.4832464645184429,0.738753538056758,0.14907482359558344,0.18897500116571178,1.1718312501907349,6.97262492030859
4,0.5,raw,0.4952899512086465,0.8103762533495255,0.12234844919294119,0.19249382114170038,1.037868857383728,0.043042004108428955
4,0.5,background_only,0.5057288646290996,0.8118050567237076,0.12027725297957659,0.17966974810256434,1.037868857383728,1.8616251181811094
4,0.5,illumination_only,0.47324430231477643,0.7736715484705725,0.14131966512650251,0.20552250969789534,1.037868857383728,5.192499840632081
4,0.5,registration_only,0.5823892610083063,0.9717869635820715,0.07567058224231005,0.17629317827839885,0.05909052491188049,1.0385410860180855
4,0.5,full,0.5852015733757102,0.9291849352176379,0.09640233404934406,0.16656754794963777,0.05909052491188049,8.389292052015662
4,0.5,full_no_background,0.5623446916429942,0.9280476992007373,0.10052965302020311,0.18942328477672343,0.05909052491188049,6.360415834933519
4,0.5,full_no_illumination,0.6081928781834776,0.9729752363264865,0.06950797326862812,0.1541953477048895,0.05909052491188049,3.0458341352641582
4,0.5,full_no_registration,0.4818835274326485,0.7758465149664795,0.14053152687847614,0.19347779982745936,1.037868857383728,7.17266695573926
5,0.5,raw,0.5225185965895861,0.8037824616197202,0.12969675846397877,0.18184281765493934,1.279860496520996,0.05450006574392319
5,0.5,background_only,0.526224434792652,0.805527305859527,0.1295632729306817,0.17594099212589764,1.279860496520996,1.8861659336835146
5,0.5,illumination_only,0.5075520558428503,0.7748367798204169,0.14127508085221052,0.19786976263442102,1.279860496520996,5.447000032290816
5,0.5,registration_only,0.6301282932195686,0.9710023000358579,0.06324863061308861,0.16351648645191041,0.0450030155479908,1.101417001336813
5,0.5,full,0.6339999083038361,0.9196290788262752,0.08520446438342333,0.15972691939416322,0.042792707681655884,8.81070806644857
5,0.5,full_no_background,0.6157673597973512,0.9187884551868962,0.08673959504812956,0.17865312078008083,0.06114627793431282,6.430333945900202
5,0.5,full_no_illumination,0.6522870192542833,0.9741359731384494,0.05726019758731127,0.1455686122206133,0.034163810312747955,2.961583901196718
5,0.5,full_no_registration,0.5109946915064938,0.7758260267034838,0.14175073709338903,0.19142287181282236,1.279860496520996,6.98454212397337
6,0.5,raw,0.5419246894113984,0.8536935596152624,0.11783178523182869,0.18830938957460505,1.1883326768875122,0.04858383908867836
6,0.5,background_only,0.5519164611634304,0.8560344081376737,0.11584481969475746,0.17314503811820622,1.1883326768875122,1.8308749422430992
6,0.5,illumination_only,0.5173589135654828,0.8316021327125839,0.1331704631447792,0.1972027777875358,1.1883326768875122,5.206916946917772
6,0.5,registration_only,0.6236266014700393,0.9646877732232816,0.07469259947538376,0.17834505635658485,0.03302576020359993,1.046875026077032
